trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status
TRIP00011595,LOAD00011595,DRV00089,TRK00011,TRL00053,2022-05-29,711,12.8,109.0,6.52,8.6,Completed
TRIP00011596,LOAD00011596,DRV00012,TRK00070,TRL00090,2022-05-29,709,13.0,121.6,5.83,9.5,Completed
TRIP00011597,LOAD00011597,DRV00123,TRK00076,TRL00076,2022-05-29,706,10.9,110.8,6.37,8.0,Completed
TRIP00011598,LOAD00011598,DRV00103,TRK00112,TRL00053,2022-05-29,176,3.4,30.3,5.81,10.0,Completed
TRIP00011599,LOAD00011599,DRV00005,,TRL00047,2022-05-29,1728,26.8,242.0,7.14,7.5,Completed
TRIP00011600,LOAD00011600,DRV00045,TRK00097,TRL00067,2022-05-29,92,1.7,14.9,6.17,9.4,Completed
TRIP00011601,LOAD00011601,DRV00017,TRK00035,TRL00060,2022-05-29,2354,42.8,410.1,5.74,8.0,Completed
TRIP00011602,LOAD00011602,DRV00118,TRK00112,TRL00153,2022-05-29,2103,38.5,300.4,7.0,5.5,Completed
TRIP00011603,LOAD00011603,DRV00129,TRK00048,TRL00068,2022-05-29,2377,38.4,362.3,6.56,10.7,Completed
TRIP00011604,LOAD00011604,DRV00038,TRK00002,TRL00169,2022-05-29,706,11.5,118.1,5.98,2.2,Completed
TRIP00011605,LOAD00011605,DRV00103,TRK00097,TRL00176,2022-05-29,1373,27.4,201.9,6.8,10.2,Completed
TRIP00011606,LOAD00011606,DRV00006,TRK00085,TRL00050,2022-05-29,267,4.2,48.5,5.51,11.2,Completed
TRIP00011607,LOAD00011607,DRV00056,TRK00114,TRL00099,2022-05-29,3132,50.9,432.6,7.24,3.8,Completed
TRIP00011608,LOAD00011608,DRV00150,TRK00052,TRL00109,2022-05-29,2103,37.9,357.0,5.89,4.0,Completed
TRIP00011609,LOAD00011609,DRV00142,TRK00072,TRL00009,2022-05-29,703,13.2,114.3,6.15,9.1,Completed
TRIP00011610,LOAD00011610,DRV00129,TRK00084,TRL00011,2022-05-29,2478,39.9,426.5,5.81,11.1,Completed
TRIP00011611,LOAD00011611,DRV00098,TRK00007,TRL00052,2022-05-29,266,4.4,45.4,5.86,3.7,Completed
TRIP00011612,LOAD00011612,DRV00134,TRK00113,TRL00142,2022-05-29,167,2.8,30.0,5.56,2.1,Completed
TRIP00011613,LOAD00011613,DRV00017,TRK00090,TRL00088,2022-05-29,93,1.5,14.4,6.45,6.8,Completed
TRIP00011614,LOAD00011614,DRV00002,TRK00085,TRL00174,2022-05-29,170,2.9,24.7,6.89,8.6,Completed
TRIP00011615,LOAD00011615,DRV00126,TRK00050,TRL00030,2022-05-29,1990,31.7,306.6,6.49,2.8,Completed
TRIP00011616,LOAD00011616,DRV00117,,TRL00067,2022-05-29,1270,21.8,212.0,5.99,5.2,Completed
TRIP00011617,LOAD00011617,DRV00034,TRK00108,TRL00154,2022-05-29,2065,35.4,354.2,5.83,2.8,Completed
TRIP00011618,LOAD00011618,DRV00017,TRK00029,TRL00105,2022-05-29,2150,34.8,322.8,6.66,11.0,Completed
TRIP00011619,LOAD00011619,DRV00130,TRK00096,TRL00082,2022-05-29,533,8.4,78.2,6.82,7.1,Completed
TRIP00011620,LOAD00011620,DRV00061,TRK00014,TRL00017,2022-05-29,94,1.5,16.8,5.58,11.4,Completed
TRIP00011621,LOAD00011621,DRV00044,TRK00008,TRL00048,2022-05-29,2329,41.2,367.9,6.33,5.1,Completed
TRIP00011622,LOAD00011622,DRV00017,TRK00018,,2022-05-29,2116,37.3,374.5,5.65,5.4,Completed
TRIP00011623,LOAD00011623,DRV00075,TRK00011,TRL00067,2022-05-29,1375,23.8,235.0,5.85,6.9,Completed
TRIP00011624,LOAD00011624,DRV00102,TRK00044,TRL00134,2022-05-29,1542,24.8,213.0,7.24,11.4,Completed
TRIP00011625,LOAD00011625,DRV00089,TRK00063,TRL00118,2022-05-29,607,9.9,88.9,6.83,2.8,Completed
TRIP00011626,LOAD00011626,DRV00111,TRK00041,TRL00135,2022-05-29,1730,33.8,257.1,6.73,7.8,Completed
TRIP00011627,LOAD00011627,DRV00097,TRK00110,,2022-05-29,1153,22.5,204.8,5.63,10.9,Completed
TRIP00011628,LOAD00011628,DRV00003,TRK00095,TRL00080,2022-05-29,522,10.2,78.5,6.65,5.2,Completed
TRIP00011629,LOAD00011629,DRV00123,TRK00120,TRL00130,2022-05-29,1197,20.7,166.5,7.19,10.0,Completed
TRIP00011630,LOAD00011630,DRV00132,TRK00015,TRL00070,2022-05-29,2208,40.1,333.5,6.62,2.9,Completed
TRIP00011631,LOAD00011631,DRV00010,TRK00101,TRL00061,2022-05-29,1159,21.9,179.1,6.47,8.7,Completed
TRIP00011632,LOAD00011632,DRV00134,TRK00043,TRL00110,2022-05-29,1832,34.8,290.8,6.3,8.7,Completed
TRIP00011633,LOAD00011633,DRV00056,TRK00113,TRL00029,2022-05-29,2031,37.4,356.9,5.69,11.6,Completed
TRIP00011634,LOAD00011634,DRV00012,TRK00099,,2022-05-29,1291,21.7,191.0,6.76,4.6,Completed
TRIP00011635,LOAD00011635,DRV00103,TRK00080,TRL00173,2022-05-29,1736,29.0,241.4,7.19,2.9,Completed
TRIP00011636,LOAD00011636,DRV00033,TRK00053,TRL00056,2022-05-29,2263,42.9,333.3,6.79,10.1,Completed
TRIP00011637,LOAD00011637,DRV00102,TRK00012,TRL00013,2022-05-29,1414,27.4,198.6,7.12,6.3,Completed
TRIP00011638,LOAD00011638,DRV00102,TRK00045,TRL00142,2022-05-30,2397,40.0,429.6,5.58,9.8,Completed
TRIP00011639,LOAD00011639,DRV00117,,TRL00155,2022-05-30,1193,20.6,164.6,7.25,7.3,Completed
TRIP00011640,LOAD00011640,DRV00054,TRK00035,,2022-05-30,595,10.0,89.6,6.64,5.7,Completed
TRIP00011641,LOAD00011641,DRV00108,TRK00014,TRL00128,2022-05-30,1405,26.8,247.4,5.68,8.0,Completed
TRIP00011642,LOAD00011642,DRV00034,TRK00033,TRL00060,2022-05-30,727,11.3,107.5,6.76,11.5,Completed
TRIP00011643,LOAD00011643,DRV00102,TRK00074,TRL00051,2022-05-30,2138,35.7,321.5,6.65,6.3,Completed
TRIP00011644,LOAD00011644,DRV00126,TRK00016,TRL00044,2022-05-30,1827,30.7,259.1,7.05,7.6,Completed
TRIP00011645,LOAD00011645,DRV00004,TRK00105,TRL00037,2022-05-30,761,12.3,104.7,7.27,6.8,Completed
TRIP00011646,LOAD00011646,DRV00095,TRK00089,TRL00107,2022-05-30,96,1.5,16.6,5.77,8.0,Completed
TRIP00011647,LOAD00011647,DRV00110,TRK00074,TRL00169,2022-05-30,2512,47.8,411.1,6.11,4.2,Completed
TRIP00011648,LOAD00011648,DRV00055,TRK00024,TRL00171,2022-05-30,2738,43.7,477.0,5.74,6.3,Completed
TRIP00011649,LOAD00011649,DRV00012,TRK00085,TRL00043,2022-05-30,551,9.6,76.3,7.22,3.8,Completed
TRIP00011650,LOAD00011650,DRV00063,TRK00091,TRL00177,2022-05-30,1217,20.1,193.5,6.29,9.2,Completed
TRIP00011651,LOAD00011651,DRV00129,TRK00036,TRL00175,2022-05-30,738,12.3,100.7,7.33,3.3,Completed
TRIP00011652,LOAD00011652,DRV00112,TRK00064,TRL00107,2022-05-30,642,12.4,105.9,6.06,7.2,Completed
TRIP00011653,LOAD00011653,DRV00101,TRK00080,TRL00131,2022-05-30,718,11.2,101.4,7.08,10.3,Completed
TRIP00011654,LOAD00011654,DRV00016,TRK00061,TRL00047,2022-05-30,2028,34.7,333.6,6.08,8.9,Completed
TRIP00011655,LOAD00011655,DRV00127,TRK00065,TRL00107,2022-05-30,91,1.4,12.9,7.06,11.8,Completed
TRIP00011656,LOAD00011656,,TRK00101,TRL00164,2022-05-30,2436,43.0,352.5,6.91,8.1,Completed
TRIP00011657,LOAD00011657,DRV00003,TRK00110,TRL00072,2022-05-30,171,2.8,25.8,6.64,4.1,Completed
TRIP00011658,LOAD00011658,DRV00024,TRK00091,TRL00110,2022-05-30,2807,47.7,415.9,6.75,7.2,Completed
TRIP00011659,LOAD00011659,DRV00146,TRK00054,TRL00002,2022-05-30,1224,19.6,167.2,7.32,7.9,Completed
TRIP00011660,LOAD00011660,DRV00139,TRK00050,TRL00059,2022-05-30,749,11.6,135.7,5.52,8.5,Completed
TRIP00011661,LOAD00011661,DRV00059,TRK00098,TRL00100,2022-05-30,760,13.0,110.8,6.86,4.4,Completed
TRIP00011662,LOAD00011662,DRV00132,TRK00045,TRL00031,2022-05-30,1539,26.0,262.2,5.87,4.5,Completed
TRIP00011663,LOAD00011663,DRV00134,TRK00112,TRL00001,2022-05-30,557,8.9,84.1,6.62,10.9,Completed
TRIP00011664,LOAD00011664,DRV00124,TRK00053,TRL00161,2022-05-30,631,10.9,101.9,6.19,2.7,Completed
TRIP00011665,LOAD00011665,DRV00069,,TRL00165,2022-05-30,1192,19.4,216.7,5.5,3.8,Completed
TRIP00011666,LOAD00011666,DRV00049,TRK00026,TRL00031,2022-05-30,662,10.4,101.7,6.51,11.8,Completed
TRIP00011667,LOAD00011667,DRV00018,TRK00011,TRL00065,2022-05-30,625,10.3,91.8,6.81,9.0,Completed
TRIP00011668,LOAD00011668,DRV00032,TRK00070,TRL00054,2022-05-30,1219,21.3,216.1,5.64,6.2,Completed
TRIP00011669,LOAD00011669,DRV00085,TRK00004,TRL00128,2022-05-30,581,9.1,79.0,7.35,11.4,Completed
TRIP00011670,LOAD00011670,DRV00069,TRK00030,TRL00050,2022-05-30,1745,27.2,288.0,6.06,2.3,Completed
TRIP00011671,LOAD00011671,DRV00083,TRK00043,TRL00096,2022-05-30,2021,31.9,315.8,6.4,4.9,Completed
TRIP00011672,LOAD00011672,DRV00113,TRK00065,TRL00170,2022-05-30,1109,17.2,154.5,7.18,6.8,Completed
TRIP00011673,LOAD00011673,DRV00114,TRK00014,TRL00069,2022-05-30,604,11.9,89.1,6.78,11.5,Completed
TRIP00011674,LOAD00011674,DRV00010,TRK00030,TRL00029,2022-05-30,2396,40.6,355.5,6.74,9.3,Completed
TRIP00011675,LOAD00011675,DRV00020,TRK00078,TRL00127,2022-05-30,820,14.4,148.3,5.53,7.3,Completed
TRIP00011676,LOAD00011676,DRV00132,TRK00095,TRL00043,2022-05-30,1719,33.5,236.5,7.27,10.2,Completed
TRIP00011677,LOAD00011677,,TRK00072,TRL00073,2022-05-30,2603,48.8,393.8,6.61,3.1,Completed
TRIP00011678,LOAD00011678,DRV00054,TRK00061,TRL00028,2022-05-30,2800,55.5,375.3,7.46,7.4,Completed
TRIP00011679,LOAD00011679,DRV00134,TRK00060,TRL00127,2022-05-30,2177,38.8,328.9,6.62,7.9,Completed
TRIP00011680,LOAD00011680,DRV00099,TRK00014,TRL00178,2022-05-30,2278,41.2,365.1,6.24,3.5,Completed
TRIP00011681,LOAD00011681,DRV00069,TRK00057,TRL00132,2022-05-30,2692,52.8,415.4,6.48,6.3,Completed
TRIP00011682,LOAD00011682,DRV00050,TRK00065,TRL00025,2022-05-30,2446,43.2,443.9,5.51,11.1,Completed
TRIP00011683,LOAD00011683,,TRK00019,TRL00089,2022-05-30,1259,20.8,174.1,7.23,10.4,Completed
TRIP00011684,LOAD00011684,DRV00087,TRK00115,TRL00137,2022-05-30,772,14.1,122.5,6.3,3.3,Completed
TRIP00011685,LOAD00011685,DRV00043,TRK00073,TRL00087,2022-05-30,98,1.5,15.0,6.55,10.0,Completed
TRIP00011686,LOAD00011686,DRV00059,TRK00110,TRL00179,2022-05-30,2608,44.3,372.0,7.01,11.1,Completed
TRIP00011687,LOAD00011687,DRV00080,TRK00103,TRL00010,2022-05-30,2698,51.6,449.7,6.0,10.4,Completed
TRIP00011688,LOAD00011688,,TRK00116,TRL00086,2022-05-30,586,10.7,86.2,6.8,4.7,Completed
TRIP00011689,LOAD00011689,DRV00014,TRK00110,TRL00052,2022-05-30,1297,23.2,190.5,6.81,8.7,Completed
TRIP00011690,LOAD00011690,DRV00063,TRK00051,TRL00170,2022-05-30,908,15.1,123.5,7.35,8.6,Completed
TRIP00011691,LOAD00011691,DRV00117,TRK00052,TRL00037,2022-05-30,1672,32.2,240.6,6.95,11.7,Completed
TRIP00011692,LOAD00011692,DRV00059,TRK00105,,2022-05-30,1328,22.2,218.8,6.07,10.7,Completed
TRIP00011693,LOAD00011693,DRV00120,TRK00007,TRL00169,2022-05-30,2484,40.6,334.8,7.42,9.4,Completed
TRIP00011694,LOAD00011694,DRV00039,TRK00069,TRL00100,2022-05-30,1614,31.8,276.8,5.83,2.1,Completed
TRIP00011695,LOAD00011695,DRV00129,TRK00055,TRL00011,2022-05-30,758,12.7,127.6,5.94,2.5,Completed
TRIP00011696,LOAD00011696,DRV00149,TRK00004,TRL00066,2022-05-30,2597,43.2,366.8,7.08,5.6,Completed
TRIP00011697,LOAD00011697,DRV00010,,TRL00060,2022-05-30,629,10.6,85.5,7.36,3.1,Completed
TRIP00011698,LOAD00011698,DRV00102,TRK00073,TRL00077,2022-05-30,588,10.5,93.0,6.32,9.7,Completed
TRIP00011699,LOAD00011699,DRV00059,TRK00070,TRL00136,2022-05-30,1205,21.7,163.7,7.36,5.6,Completed
TRIP00011700,LOAD00011700,DRV00102,TRK00120,TRL00148,2022-05-30,2157,37.6,305.1,7.07,5.9,Completed
TRIP00011701,LOAD00011701,DRV00101,TRK00070,TRL00015,2022-05-30,282,4.4,44.6,6.32,3.5,Completed
TRIP00011702,LOAD00011702,DRV00148,TRK00086,TRL00065,2022-05-30,1259,19.8,226.4,5.56,2.8,Completed
TRIP00011703,LOAD00011703,DRV00063,TRK00112,TRL00065,2022-05-30,906,14.2,147.6,6.14,6.1,Completed
TRIP00011704,LOAD00011704,DRV00039,TRK00030,TRL00083,2022-05-30,2272,35.0,347.9,6.53,11.2,Completed
TRIP00011705,LOAD00011705,DRV00098,TRK00067,TRL00053,2022-05-30,923,16.5,148.6,6.21,7.5,Completed
TRIP00011706,LOAD00011706,DRV00130,TRK00052,TRL00048,2022-05-30,2117,34.1,318.3,6.65,4.2,Completed
TRIP00011707,LOAD00011707,DRV00018,TRK00067,TRL00033,2022-05-30,747,12.7,113.9,6.56,2.5,Completed
TRIP00011708,LOAD00011708,DRV00001,TRK00013,TRL00024,2022-05-30,767,14.6,119.1,6.44,2.6,Completed
TRIP00011709,LOAD00011709,DRV00088,TRK00120,TRL00112,2022-05-30,2129,37.8,328.5,6.48,2.1,Completed
TRIP00011710,LOAD00011710,DRV00045,TRK00072,TRL00116,2022-05-30,670,12.6,93.2,7.19,7.8,Completed
TRIP00011711,LOAD00011711,DRV00104,TRK00099,,2022-05-30,818,13.0,115.2,7.1,10.6,Completed
TRIP00011712,LOAD00011712,DRV00118,TRK00055,TRL00108,2022-05-31,169,3.3,23.6,7.17,4.2,Completed
TRIP00011713,LOAD00011713,DRV00023,TRK00045,TRL00058,2022-05-31,271,4.5,48.8,5.55,3.4,Completed
TRIP00011714,LOAD00011714,DRV00134,TRK00015,TRL00039,2022-05-31,95,1.8,17.1,5.55,5.5,Completed
TRIP00011715,LOAD00011715,DRV00090,TRK00033,TRL00112,2022-05-31,726,12.8,119.2,6.09,2.4,Completed
TRIP00011716,LOAD00011716,DRV00108,TRK00031,TRL00012,2022-05-31,1305,22.4,212.9,6.13,11.6,Completed
TRIP00011717,LOAD00011717,DRV00105,TRK00038,TRL00129,2022-05-31,2534,43.9,351.5,7.21,10.6,Completed
TRIP00011718,LOAD00011718,DRV00097,TRK00030,TRL00037,2022-05-31,3118,50.6,476.8,6.54,11.5,Completed
TRIP00011719,LOAD00011719,DRV00149,TRK00004,TRL00171,2022-05-31,2612,47.3,428.9,6.09,8.9,Completed
TRIP00011720,LOAD00011720,DRV00003,TRK00116,TRL00075,2022-05-31,2104,35.2,343.2,6.13,7.8,Completed
TRIP00011721,LOAD00011721,DRV00003,TRK00039,TRL00035,2022-05-31,671,11.2,114.7,5.85,5.8,Completed
TRIP00011722,LOAD00011722,DRV00084,TRK00026,TRL00081,2022-05-31,2750,52.3,376.2,7.31,4.8,Completed
TRIP00011723,LOAD00011723,DRV00010,TRK00052,TRL00157,2022-05-31,278,4.4,43.3,6.42,11.2,Completed
TRIP00011724,LOAD00011724,DRV00122,TRK00015,TRL00046,2022-05-31,91,1.5,15.5,5.87,10.8,Completed
TRIP00011725,LOAD00011725,DRV00023,TRK00108,TRL00119,2022-05-31,1590,28.5,280.4,5.67,6.0,Completed
TRIP00011726,LOAD00011726,DRV00089,TRK00060,TRL00174,2022-05-31,494,7.7,69.9,7.07,7.4,Completed
TRIP00011727,LOAD00011727,DRV00024,TRK00059,TRL00014,2022-05-31,1645,26.2,232.7,7.07,5.1,Completed
TRIP00011728,LOAD00011728,DRV00120,TRK00096,TRL00073,2022-05-31,99,1.6,14.1,7.03,8.3,Completed
TRIP00011729,LOAD00011729,DRV00143,TRK00033,TRL00024,2022-05-31,590,10.5,103.7,5.69,6.1,Completed
TRIP00011730,LOAD00011730,DRV00098,TRK00013,,2022-05-31,783,14.7,122.9,6.37,5.8,Completed
TRIP00011731,LOAD00011731,DRV00148,TRK00010,TRL00082,2022-05-31,663,12.7,119.0,5.57,4.9,Completed
TRIP00011732,LOAD00011732,DRV00024,TRK00105,TRL00052,2022-05-31,730,13.8,118.1,6.18,5.0,Completed
TRIP00011733,LOAD00011733,DRV00139,TRK00078,TRL00092,2022-05-31,1135,19.1,172.2,6.59,11.6,Completed
TRIP00011734,LOAD00011734,DRV00061,TRK00039,TRL00031,2022-05-31,2061,37.5,297.4,6.93,12.0,Completed
TRIP00011735,LOAD00011735,DRV00088,TRK00080,TRL00172,2022-05-31,265,5.3,48.0,5.52,3.8,Completed
TRIP00011736,LOAD00011736,,TRK00071,TRL00115,2022-05-31,2296,41.3,365.0,6.29,10.7,Completed
TRIP00011737,LOAD00011737,DRV00130,TRK00099,TRL00080,2022-05-31,2779,45.6,428.9,6.48,8.4,Completed
TRIP00011738,LOAD00011738,DRV00133,TRK00018,TRL00163,2022-05-31,1480,23.5,242.6,6.1,2.3,Completed
TRIP00011739,LOAD00011739,DRV00139,TRK00044,TRL00161,2022-05-31,2598,42.7,370.6,7.01,10.0,Completed
TRIP00011740,LOAD00011740,DRV00015,TRK00074,TRL00036,2022-05-31,2431,37.7,337.6,7.2,6.5,Completed
TRIP00011741,LOAD00011741,DRV00101,TRK00063,TRL00161,2022-05-31,97,1.7,14.1,6.89,4.2,Completed
TRIP00011742,LOAD00011742,DRV00044,TRK00097,TRL00157,2022-05-31,1786,34.6,301.2,5.93,7.7,Completed
TRIP00011743,LOAD00011743,DRV00139,TRK00089,TRL00004,2022-05-31,2612,50.5,421.3,6.2,4.0,Completed
TRIP00011744,LOAD00011744,DRV00118,TRK00080,TRL00165,2022-05-31,2413,46.4,357.0,6.76,7.2,Completed
TRIP00011745,LOAD00011745,DRV00099,TRK00097,TRL00160,2022-05-31,1600,24.8,227.0,7.05,2.4,Completed
TRIP00011746,LOAD00011746,DRV00108,TRK00106,TRL00105,2022-05-31,1289,20.7,173.3,7.44,6.3,Completed
TRIP00011747,LOAD00011747,DRV00150,TRK00062,,2022-05-31,551,8.8,86.2,6.39,7.1,Completed
TRIP00011748,LOAD00011748,DRV00103,TRK00024,TRL00034,2022-05-31,1285,22.5,193.5,6.64,9.3,Completed
TRIP00011749,LOAD00011749,DRV00082,TRK00019,TRL00059,2022-05-31,2339,39.6,349.1,6.7,10.0,Completed
TRIP00011750,LOAD00011750,DRV00017,TRK00001,TRL00128,2022-05-31,1630,25.1,260.0,6.27,6.4,Completed
TRIP00011751,LOAD00011751,DRV00102,TRK00038,TRL00036,2022-05-31,713,11.1,126.4,5.64,2.0,Completed
TRIP00011752,LOAD00011752,,TRK00054,TRL00106,2022-05-31,1728,29.9,254.9,6.78,2.8,Completed
TRIP00011753,LOAD00011753,DRV00026,TRK00105,TRL00046,2022-05-31,178,3.4,25.2,7.05,10.7,Completed
TRIP00011754,LOAD00011754,DRV00024,TRK00113,TRL00080,2022-05-31,1093,19.8,177.4,6.16,11.0,Completed
TRIP00011755,LOAD00011755,DRV00074,TRK00105,TRL00116,2022-05-31,1252,19.3,179.1,6.99,2.8,Completed
TRIP00011756,LOAD00011756,DRV00094,TRK00098,TRL00110,2022-05-31,1888,30.5,297.3,6.35,10.8,Completed
TRIP00011757,LOAD00011757,,TRK00016,TRL00077,2022-05-31,744,14.6,126.1,5.9,4.0,Completed
TRIP00011758,LOAD00011758,DRV00108,TRK00008,TRL00005,2022-05-31,2573,51.1,442.1,5.82,11.9,Completed
TRIP00011759,LOAD00011759,DRV00015,TRK00007,TRL00170,2022-05-31,2811,55.4,479.7,5.86,11.2,Completed
TRIP00011760,LOAD00011760,DRV00132,TRK00007,TRL00089,2022-05-31,600,10.1,82.9,7.24,10.4,Completed
TRIP00011761,LOAD00011761,DRV00019,TRK00068,TRL00044,2022-05-31,1303,24.9,231.9,5.62,6.8,Completed
TRIP00011762,LOAD00011762,DRV00064,TRK00080,TRL00088,2022-05-31,1693,31.0,255.7,6.62,9.9,Completed
TRIP00011763,LOAD00011763,DRV00014,TRK00036,TRL00077,2022-05-31,2403,40.0,349.3,6.88,8.9,Completed
TRIP00011764,LOAD00011764,DRV00030,TRK00110,TRL00136,2022-05-31,2068,34.9,281.4,7.35,2.4,Completed
TRIP00011765,LOAD00011765,DRV00002,TRK00035,TRL00180,2022-05-31,1837,32.8,263.6,6.97,10.8,Completed
TRIP00011766,LOAD00011766,DRV00119,TRK00054,TRL00136,2022-05-31,1258,21.9,174.2,7.22,6.2,Completed
TRIP00011767,LOAD00011767,DRV00070,TRK00059,TRL00165,2022-05-31,1176,22.4,199.7,5.89,10.9,Completed
TRIP00011768,LOAD00011768,DRV00018,TRK00071,TRL00126,2022-05-31,1061,21.0,180.4,5.88,8.3,Completed
TRIP00011769,LOAD00011769,DRV00139,TRK00049,TRL00058,2022-05-31,1647,31.1,230.3,7.15,8.3,Completed
TRIP00011770,LOAD00011770,DRV00061,TRK00038,TRL00084,2022-05-31,99,1.8,17.0,5.81,2.8,Completed
TRIP00011771,LOAD00011771,DRV00070,TRK00093,TRL00087,2022-05-31,2341,38.2,313.4,7.47,3.2,Completed
TRIP00011772,LOAD00011772,DRV00124,TRK00006,TRL00102,2022-05-31,1166,22.1,204.9,5.69,3.8,Completed
TRIP00011773,LOAD00011773,DRV00055,TRK00031,TRL00146,2022-05-31,1788,28.3,251.8,7.1,9.7,Completed
TRIP00011774,LOAD00011774,DRV00056,TRK00091,TRL00143,2022-05-31,2798,46.9,388.6,7.2,3.5,Completed
TRIP00011775,LOAD00011775,DRV00038,TRK00058,TRL00176,2022-05-31,2138,33.9,343.7,6.22,6.3,Completed
TRIP00011776,LOAD00011776,DRV00038,TRK00069,TRL00057,2022-05-31,95,1.6,17.0,5.6,7.4,Completed
TRIP00011777,LOAD00011777,DRV00134,TRK00068,TRL00068,2022-05-31,697,10.9,101.5,6.87,5.1,Completed
TRIP00011778,LOAD00011778,DRV00123,TRK00016,TRL00057,2022-05-31,521,8.9,85.7,6.08,6.4,Completed
TRIP00011779,LOAD00011779,DRV00059,TRK00061,TRL00104,2022-05-31,2570,45.1,375.7,6.84,6.4,Completed
TRIP00011780,LOAD00011780,DRV00069,TRK00029,TRL00152,2022-05-31,635,11.5,84.8,7.49,2.7,Completed
TRIP00011781,LOAD00011781,DRV00029,TRK00004,TRL00082,2022-05-31,675,12.4,118.8,5.68,9.8,Completed
TRIP00011782,LOAD00011782,DRV00059,TRK00004,TRL00048,2022-05-31,665,10.6,104.9,6.34,8.3,Completed
TRIP00011783,LOAD00011783,DRV00125,TRK00103,TRL00073,2022-05-31,713,12.4,119.6,5.96,3.4,Completed
TRIP00011784,LOAD00011784,DRV00065,TRK00116,TRL00145,2022-05-31,277,4.9,43.4,6.38,2.6,Completed
TRIP00011785,LOAD00011785,DRV00143,TRK00076,TRL00001,2022-05-31,704,12.9,95.5,7.37,2.4,Completed
TRIP00011786,LOAD00011786,DRV00030,TRK00061,TRL00165,2022-05-31,795,12.3,140.0,5.68,7.3,Completed
TRIP00011787,LOAD00011787,DRV00147,TRK00103,TRL00020,2022-05-31,612,12.1,87.6,6.99,4.1,Completed
TRIP00011788,LOAD00011788,DRV00090,TRK00050,TRL00063,2022-05-31,2072,32.1,370.7,5.59,7.0,Completed
TRIP00011789,LOAD00011789,DRV00101,TRK00080,TRL00074,2022-05-31,1215,22.1,174.1,6.98,8.4,Completed
TRIP00011790,LOAD00011790,DRV00125,TRK00054,TRL00017,2022-06-01,1302,20.7,209.0,6.23,5.7,Completed
TRIP00011791,LOAD00011791,DRV00114,TRK00030,TRL00163,2022-06-01,3315,51.5,599.5,5.53,11.4,Completed
TRIP00011792,LOAD00011792,DRV00125,TRK00035,TRL00141,2022-06-01,2073,34.8,332.7,6.23,9.3,Completed
TRIP00011793,LOAD00011793,DRV00128,TRK00069,TRL00050,2022-06-01,1344,22.2,220.0,6.11,5.4,Completed
TRIP00011794,LOAD00011794,DRV00139,TRK00029,TRL00125,2022-06-01,2381,41.1,398.8,5.97,9.9,Completed
TRIP00011795,LOAD00011795,DRV00071,TRK00025,TRL00171,2022-06-01,2637,47.0,438.8,6.01,7.0,Completed
TRIP00011796,LOAD00011796,DRV00013,TRK00014,TRL00080,2022-06-01,1093,18.8,176.9,6.18,4.3,Completed
TRIP00011797,LOAD00011797,DRV00038,TRK00111,TRL00051,2022-06-01,2198,41.4,317.2,6.93,5.9,Completed
TRIP00011798,LOAD00011798,DRV00098,TRK00055,TRL00048,2022-06-01,2247,35.6,372.6,6.03,11.7,Completed
TRIP00011799,LOAD00011799,DRV00133,TRK00095,TRL00124,2022-06-01,2052,33.0,278.4,7.37,3.5,Completed
TRIP00011800,LOAD00011800,,TRK00078,TRL00162,2022-06-01,2622,44.9,368.8,7.11,2.4,Completed
TRIP00011801,LOAD00011801,DRV00092,TRK00114,TRL00010,2022-06-01,622,9.7,99.8,6.23,8.8,Completed
TRIP00011802,LOAD00011802,DRV00112,TRK00074,TRL00112,2022-06-01,2309,39.2,308.7,7.48,8.3,Completed
TRIP00011803,LOAD00011803,DRV00025,TRK00060,TRL00147,2022-06-01,639,9.9,92.6,6.9,12.0,Completed
TRIP00011804,LOAD00011804,DRV00133,TRK00074,TRL00056,2022-06-01,679,11.9,99.0,6.86,9.8,Completed
TRIP00011805,LOAD00011805,DRV00083,TRK00057,TRL00053,2022-06-01,1249,19.8,197.0,6.34,5.6,Completed
TRIP00011806,LOAD00011806,DRV00079,TRK00057,TRL00128,2022-06-01,2332,38.3,349.1,6.68,10.8,Completed
TRIP00011807,LOAD00011807,DRV00062,TRK00040,TRL00098,2022-06-01,2760,43.0,453.2,6.09,9.9,Completed
TRIP00011808,LOAD00011808,DRV00122,TRK00044,TRL00153,2022-06-01,905,15.1,136.5,6.63,3.5,Completed
TRIP00011809,LOAD00011809,DRV00099,TRK00114,TRL00100,2022-06-01,2126,35.4,301.6,7.05,5.7,Completed
TRIP00011810,LOAD00011810,DRV00098,TRK00051,TRL00094,2022-06-01,1893,34.7,267.0,7.09,11.3,Completed
TRIP00011811,LOAD00011811,DRV00141,TRK00030,,2022-06-01,776,13.9,115.8,6.7,5.3,Completed
TRIP00011812,LOAD00011812,DRV00022,TRK00096,TRL00104,2022-06-01,1048,18.1,144.6,7.25,3.1,Completed
TRIP00011813,LOAD00011813,DRV00103,TRK00116,TRL00037,2022-06-01,953,16.7,135.9,7.01,8.2,Completed
TRIP00011814,LOAD00011814,DRV00138,TRK00072,TRL00174,2022-06-01,2670,45.6,422.5,6.32,4.1,Completed
