load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
LOAD00020264,CUST00125,RTE00003,2022-09-16,Dry Van,18613,13,4965.06,580.87,150,Completed,Dedicated
LOAD00020265,CUST00144,RTE00042,2022-09-16,Refrigerated,31606,6,7045.13,472.14,50,Completed,Contract
LOAD00020266,CUST00081,RTE00001,2022-09-16,Dry Van,10647,14,1115.96,128.63,200,Completed,Dedicated
LOAD00020267,CUST00127,RTE00024,2022-09-16,Dry Van,16865,16,2686.85,376.0,50,Completed,Dedicated
LOAD00020268,CUST00096,RTE00024,2022-09-16,Dry Van,11151,26,2959.7,376.0,100,Completed,Dedicated
LOAD00020269,CUST00159,RTE00031,2022-09-16,Dry Van,15505,17,1274.17,185.6,0,Completed,Dedicated
LOAD00020270,CUST00156,RTE00022,2022-09-16,Refrigerated,16337,16,978.87,161.53,0,Completed,Contract
LOAD00020271,CUST00127,RTE00049,2022-09-16,Dry Van,39723,9,1747.24,144.0,200,Completed,Dedicated
LOAD00020272,CUST00159,RTE00026,2022-09-16,Dry Van,20235,23,3662.0,555.52,0,Completed,Contract
LOAD00020273,CUST00083,RTE00046,2022-09-16,Dry Van,38146,22,5610.56,499.18,200,Completed,Contract
LOAD00020274,CUST00039,RTE00026,2022-09-16,Refrigerated,29020,14,3843.94,555.52,150,Completed,Dedicated
LOAD00020275,CUST00077,RTE00004,2022-09-16,Dry Van,21176,2,3599.47,383.23,0,Completed,Dedicated
LOAD00020276,CUST00089,RTE00032,2022-09-16,Refrigerated,33248,5,3977.59,451.8,150,Completed,Spot
LOAD00020277,CUST00097,RTE00034,2022-09-16,Dry Van,31394,16,4538.94,792.88,100,Completed,Dedicated
LOAD00020278,CUST00082,RTE00046,2022-09-16,Refrigerated,29365,20,6935.03,499.18,200,Completed,Spot
LOAD00020279,CUST00048,RTE00031,2022-09-16,Refrigerated,36601,10,1227.57,185.6,0,Completed,Contract
LOAD00020280,CUST00111,RTE00046,2022-09-16,Dry Van,22263,24,6224.93,499.18,0,Completed,Spot
LOAD00020281,CUST00007,RTE00010,2022-09-16,Dry Van,41206,16,132.05,15.64,50,Completed,Dedicated
LOAD00020282,CUST00058,RTE00014,2022-09-16,Refrigerated,36176,11,2789.03,228.76,150,Completed,Contract
LOAD00020283,CUST00102,RTE00036,2022-09-16,Dry Van,18273,19,604.58,86.46,0,Completed,Dedicated
LOAD00020284,CUST00194,RTE00025,2022-09-16,Dry Van,26682,21,4726.37,565.38,100,Completed,Contract
LOAD00020285,CUST00147,RTE00011,2022-09-16,Dry Van,40848,10,912.0,131.28,0,Completed,Contract
LOAD00020286,CUST00051,RTE00013,2022-09-16,Dry Van,36025,7,1244.58,141.33,0,Completed,Contract
LOAD00020287,CUST00076,RTE00038,2022-09-16,Refrigerated,30781,11,3246.79,314.64,75,Completed,Spot
LOAD00020288,CUST00048,RTE00055,2022-09-16,Refrigerated,37782,26,3104.42,357.25,0,Completed,Contract
LOAD00020289,CUST00108,RTE00040,2022-09-16,Dry Van,16268,23,3670.26,524.7,0,Completed,Spot
LOAD00020290,CUST00069,RTE00007,2022-09-16,Refrigerated,12297,16,3943.81,504.32,75,Completed,Spot
LOAD00020291,CUST00002,RTE00016,2022-09-16,Refrigerated,43882,6,6027.93,463.93,0,Completed,Dedicated
LOAD00020292,CUST00176,RTE00010,2022-09-16,Dry Van,13216,7,126.38,15.64,0,Completed,Dedicated
LOAD00020293,CUST00173,RTE00012,2022-09-16,Refrigerated,37668,15,5701.43,453.91,75,Completed,Dedicated
LOAD00020294,CUST00003,RTE00052,2022-09-16,Dry Van,33038,15,1232.76,273.36,0,Completed,Dedicated
LOAD00020295,CUST00198,RTE00022,2022-09-16,Dry Van,20857,7,1111.61,161.53,0,Completed,Contract
LOAD00020296,CUST00117,RTE00002,2022-09-16,Refrigerated,14721,2,1480.62,153.34,100,Completed,Spot
LOAD00020297,CUST00050,RTE00021,2022-09-16,Dry Van,14145,1,5816.66,590.24,0,Completed,Dedicated
LOAD00020298,CUST00166,RTE00003,2022-09-16,Dry Van,21747,23,5355.0,580.87,100,Completed,Contract
LOAD00020299,CUST00040,RTE00017,2022-09-16,Refrigerated,19176,6,1784.05,384.2,0,Completed,Spot
LOAD00020300,CUST00118,RTE00004,2022-09-16,Dry Van,39123,17,4196.22,383.23,0,Completed,Dedicated
LOAD00020301,CUST00173,RTE00023,2022-09-16,Refrigerated,10629,15,3083.55,216.92,150,Completed,Dedicated
LOAD00020302,CUST00137,RTE00043,2022-09-17,Refrigerated,33462,26,2754.57,249.44,0,Completed,Dedicated
LOAD00020303,CUST00163,RTE00058,2022-09-17,Refrigerated,34877,26,1086.78,98.61,150,Completed,Spot
LOAD00020304,CUST00087,RTE00002,2022-09-17,Refrigerated,26916,21,1579.91,153.34,200,Completed,Dedicated
LOAD00020305,CUST00069,RTE00032,2022-09-17,Dry Van,26784,23,5053.66,451.8,150,Completed,Contract
LOAD00020306,CUST00098,RTE00033,2022-09-17,Dry Van,39036,3,391.94,40.08,100,Completed,Dedicated
LOAD00020307,CUST00058,RTE00055,2022-09-17,Refrigerated,35279,17,3707.16,357.25,200,Completed,Contract
LOAD00020308,CUST00188,RTE00029,2022-09-17,Refrigerated,31712,14,5510.46,891.82,150,Completed,Spot
LOAD00020309,CUST00125,RTE00014,2022-09-17,Dry Van,18054,12,2612.96,228.76,150,Completed,Spot
LOAD00020310,CUST00039,RTE00018,2022-09-17,Refrigerated,35999,14,1504.2,187.6,50,Completed,Spot
LOAD00020311,CUST00036,RTE00034,2022-09-17,Refrigerated,25256,8,5052.89,792.88,75,Completed,Spot
LOAD00020312,CUST00146,RTE00047,2022-09-17,Dry Van,24030,25,879.21,76.16,150,Completed,Spot
LOAD00020313,CUST00188,RTE00017,2022-09-17,Dry Van,34213,27,1978.71,384.2,100,Completed,Contract
LOAD00020314,CUST00159,RTE00024,2022-09-17,Refrigerated,33953,28,2530.79,376.0,0,Completed,Spot
LOAD00020315,CUST00164,RTE00034,2022-09-17,Dry Van,38343,25,4593.51,792.88,0,Completed,Contract
LOAD00020316,CUST00004,RTE00043,2022-09-17,Dry Van,13116,13,2130.73,249.44,50,Completed,Contract
LOAD00020317,CUST00054,RTE00054,2022-09-17,Refrigerated,22793,15,3178.96,295.83,0,Completed,Dedicated
LOAD00020318,CUST00091,RTE00046,2022-09-17,Dry Van,19157,15,5606.39,499.18,150,Completed,Dedicated
LOAD00020319,CUST00125,RTE00016,2022-09-17,Refrigerated,18884,4,6153.38,463.93,0,Completed,Dedicated
LOAD00020320,CUST00184,RTE00032,2022-09-17,Refrigerated,30870,1,4340.15,451.8,0,Completed,Spot
LOAD00020321,CUST00033,RTE00057,2022-09-17,Dry Van,30556,27,2562.11,276.3,100,Completed,Dedicated
LOAD00020322,CUST00197,RTE00034,2022-09-17,Dry Van,38775,20,4886.52,792.88,0,Completed,Dedicated
LOAD00020323,CUST00124,RTE00006,2022-09-17,Dry Van,38242,21,1269.5,189.0,150,Completed,Dedicated
LOAD00020324,CUST00065,RTE00051,2022-09-17,Dry Van,17018,13,3577.45,460.0,150,Completed,Dedicated
LOAD00020325,CUST00164,RTE00034,2022-09-17,Dry Van,24393,7,4884.06,792.88,100,Completed,Dedicated
LOAD00020326,CUST00037,RTE00024,2022-09-17,Dry Van,24690,16,2736.05,376.0,100,Completed,Contract
LOAD00020327,CUST00047,RTE00024,2022-09-17,Refrigerated,15410,3,3228.4,376.0,0,Completed,Contract
LOAD00020328,CUST00195,RTE00001,2022-09-17,Dry Van,39189,25,1288.28,128.63,50,Completed,Dedicated
LOAD00020329,CUST00150,RTE00012,2022-09-17,Refrigerated,24590,11,5834.57,453.91,200,Completed,Dedicated
LOAD00020330,CUST00082,RTE00011,2022-09-17,Dry Van,30267,16,1024.99,131.28,0,Completed,Dedicated
LOAD00020331,CUST00027,RTE00007,2022-09-17,Dry Van,33751,1,3636.63,504.32,75,Completed,Dedicated
LOAD00020332,CUST00171,RTE00012,2022-09-17,Refrigerated,37607,8,6917.24,453.91,200,Completed,Contract
LOAD00020333,CUST00010,RTE00008,2022-09-17,Dry Van,28152,23,2281.38,114.3,0,Completed,Dedicated
LOAD00020334,CUST00126,RTE00045,2022-09-17,Dry Van,38609,3,1359.84,137.31,0,Completed,Dedicated
LOAD00020335,CUST00112,RTE00013,2022-09-17,Refrigerated,34505,18,1213.35,141.33,0,Completed,Dedicated
LOAD00020336,CUST00154,RTE00026,2022-09-17,Refrigerated,28552,3,3755.88,555.52,0,Completed,Dedicated
LOAD00020337,CUST00165,RTE00029,2022-09-17,Refrigerated,39365,24,6055.48,891.82,200,Completed,Contract
LOAD00020338,CUST00026,RTE00047,2022-09-17,Refrigerated,34048,22,893.87,76.16,50,Completed,Contract
LOAD00020339,CUST00166,RTE00043,2022-09-17,Refrigerated,31898,6,2747.86,249.44,0,Completed,Spot
LOAD00020340,CUST00019,RTE00037,2022-09-17,Dry Van,11343,1,3424.44,537.81,150,Completed,Dedicated
LOAD00020341,CUST00062,RTE00031,2022-09-17,Dry Van,17159,5,1374.03,185.6,100,Completed,Contract
LOAD00020342,CUST00034,RTE00046,2022-09-17,Dry Van,38189,26,5721.65,499.18,200,Completed,Dedicated
LOAD00020343,CUST00184,RTE00009,2022-09-17,Dry Van,21334,6,1482.0,149.26,0,Completed,Dedicated
LOAD00020344,CUST00001,RTE00055,2022-09-17,Refrigerated,18557,7,3668.53,357.25,75,Completed,Dedicated
LOAD00020345,CUST00088,RTE00038,2022-09-17,Dry Van,12366,25,4052.04,314.64,200,Completed,Contract
LOAD00020346,CUST00173,RTE00058,2022-09-17,Dry Van,23172,23,1080.33,98.61,0,Completed,Contract
LOAD00020347,CUST00085,RTE00043,2022-09-17,Dry Van,31377,18,2502.91,249.44,0,Completed,Spot
LOAD00020348,CUST00119,RTE00034,2022-09-17,Refrigerated,31097,16,5564.74,792.88,150,Completed,Dedicated
LOAD00020349,CUST00004,RTE00056,2022-09-17,Dry Van,34371,20,4706.33,309.24,100,Completed,Dedicated
LOAD00020350,CUST00059,RTE00052,2022-09-17,Refrigerated,33026,27,1374.14,273.36,100,Completed,Contract
LOAD00020351,CUST00022,RTE00011,2022-09-17,Dry Van,15322,23,924.87,131.28,0,Completed,Dedicated
LOAD00020352,CUST00046,RTE00037,2022-09-17,Refrigerated,15838,5,4225.46,537.81,150,Completed,Spot
LOAD00020353,CUST00003,RTE00047,2022-09-17,Dry Van,20622,15,835.19,76.16,75,Completed,Contract
LOAD00020354,CUST00031,RTE00031,2022-09-17,Dry Van,20339,5,1422.51,185.6,0,Completed,Contract
LOAD00020355,CUST00146,RTE00011,2022-09-17,Dry Van,22806,3,793.36,131.28,200,Completed,Contract
LOAD00020356,CUST00159,RTE00025,2022-09-17,Refrigerated,15682,7,4687.66,565.38,0,Completed,Contract
LOAD00020357,CUST00057,RTE00050,2022-09-17,Refrigerated,10587,16,1523.92,170.88,150,Completed,Contract
LOAD00020358,CUST00062,RTE00024,2022-09-17,Dry Van,10253,20,3310.11,376.0,0,Completed,Dedicated
LOAD00020359,CUST00075,RTE00039,2022-09-17,Refrigerated,30125,14,2052.8,344.52,50,Completed,Spot
LOAD00020360,CUST00087,RTE00019,2022-09-17,Dry Van,12614,11,2670.33,406.72,0,Completed,Dedicated
LOAD00020361,CUST00145,RTE00054,2022-09-17,Dry Van,19195,23,2664.32,295.83,150,Completed,Dedicated
LOAD00020362,CUST00055,RTE00014,2022-09-17,Refrigerated,30749,24,2431.25,228.76,0,Completed,Dedicated
LOAD00020363,CUST00149,RTE00050,2022-09-17,Dry Van,30225,27,1291.88,170.88,0,Completed,Contract
LOAD00020364,CUST00055,RTE00019,2022-09-17,Dry Van,21241,2,3255.99,406.72,75,Completed,Contract
LOAD00020365,CUST00147,RTE00012,2022-09-17,Refrigerated,23866,13,6725.2,453.91,0,Completed,Contract
LOAD00020366,CUST00075,RTE00031,2022-09-17,Refrigerated,19478,24,1432.17,185.6,100,Completed,Spot
LOAD00020367,CUST00149,RTE00045,2022-09-17,Dry Van,39945,12,1448.02,137.31,0,Completed,Dedicated
LOAD00020368,CUST00040,RTE00015,2022-09-17,Refrigerated,11852,22,279.85,13.8,0,Completed,Dedicated
LOAD00020369,CUST00010,RTE00052,2022-09-17,Dry Van,41386,13,1161.03,273.36,0,Completed,Dedicated
LOAD00020370,CUST00191,RTE00011,2022-09-17,Dry Van,35501,7,941.22,131.28,0,Completed,Dedicated
LOAD00020371,CUST00130,RTE00040,2022-09-17,Refrigerated,32151,27,4556.94,524.7,0,Completed,Contract
LOAD00020372,CUST00007,RTE00042,2022-09-17,Dry Van,37709,1,7123.32,472.14,0,Completed,Dedicated
LOAD00020373,CUST00013,RTE00028,2022-09-18,Refrigerated,42914,2,4358.43,564.72,0,Completed,Dedicated
LOAD00020374,CUST00157,RTE00008,2022-09-18,Refrigerated,20958,19,2231.27,114.3,100,Completed,Dedicated
LOAD00020375,CUST00051,RTE00030,2022-09-18,Refrigerated,41710,8,6041.1,708.51,0,Completed,Dedicated
LOAD00020376,CUST00155,RTE00003,2022-09-18,Refrigerated,17732,1,4951.53,580.87,0,Completed,Spot
LOAD00020377,CUST00086,RTE00052,2022-09-18,Dry Van,16203,10,1216.1,273.36,150,Completed,Dedicated
LOAD00020378,CUST00149,RTE00020,2022-09-18,Refrigerated,10208,4,4333.36,738.48,0,Completed,Dedicated
LOAD00020379,CUST00061,RTE00033,2022-09-18,Dry Van,18043,9,417.49,40.08,75,Completed,Dedicated
LOAD00020380,CUST00076,RTE00019,2022-09-18,Dry Van,17664,24,3263.76,406.72,200,Completed,Dedicated
LOAD00020381,CUST00063,RTE00013,2022-09-18,Refrigerated,23629,15,1196.62,141.33,0,Completed,Dedicated
LOAD00020382,CUST00017,RTE00017,2022-09-18,Dry Van,29142,23,2192.07,384.2,0,Completed,Dedicated
LOAD00020383,CUST00077,RTE00009,2022-09-18,Refrigerated,23618,23,1550.86,149.26,0,Completed,Spot
LOAD00020384,CUST00167,RTE00012,2022-09-18,Refrigerated,31088,19,6590.68,453.91,0,Completed,Dedicated
LOAD00020385,CUST00132,RTE00042,2022-09-18,Refrigerated,17759,12,6379.49,472.14,200,Completed,Dedicated
LOAD00020386,CUST00150,RTE00035,2022-09-18,Refrigerated,29453,20,1878.57,344.12,0,Completed,Dedicated
LOAD00020387,CUST00140,RTE00053,2022-09-18,Dry Van,25084,27,2080.77,209.79,200,Completed,Dedicated
LOAD00020388,CUST00159,RTE00005,2022-09-18,Dry Van,36535,26,3799.15,454.74,0,Completed,Spot
LOAD00020389,CUST00099,RTE00051,2022-09-18,Refrigerated,42313,14,3376.99,460.0,50,Completed,Dedicated
LOAD00020390,CUST00003,RTE00003,2022-09-18,Refrigerated,12478,5,5588.99,580.87,150,Completed,Dedicated
LOAD00020391,CUST00010,RTE00027,2022-09-18,Dry Van,42110,14,2358.34,419.43,75,Completed,Spot
LOAD00020392,CUST00134,RTE00011,2022-09-18,Dry Van,24394,25,997.1,131.28,100,Completed,Dedicated
LOAD00020393,CUST00169,RTE00004,2022-09-18,Dry Van,26559,7,4219.09,383.23,0,Completed,Spot
LOAD00020394,CUST00058,RTE00016,2022-09-18,Refrigerated,23260,27,7388.31,463.93,100,Completed,Dedicated
LOAD00020395,CUST00135,RTE00028,2022-09-18,Refrigerated,17006,25,4509.17,564.72,0,Completed,Dedicated
LOAD00020396,CUST00181,RTE00020,2022-09-18,Refrigerated,11810,23,3739.29,738.48,0,Completed,Dedicated
LOAD00020397,CUST00071,RTE00020,2022-09-18,Refrigerated,44312,26,4091.91,738.48,0,Completed,Contract
LOAD00020398,CUST00037,RTE00023,2022-09-18,Dry Van,22638,28,2945.79,216.92,75,Completed,Dedicated
LOAD00020399,CUST00007,RTE00020,2022-09-18,Dry Van,36153,8,3304.59,738.48,150,Completed,Dedicated
LOAD00020400,CUST00160,RTE00048,2022-09-18,Dry Van,10121,2,5831.59,792.88,75,Completed,Contract
LOAD00020401,CUST00172,RTE00015,2022-09-18,Dry Van,18938,8,252.28,13.8,0,Completed,Contract
LOAD00020402,CUST00181,RTE00023,2022-09-18,Refrigerated,39639,26,3069.0,216.92,100,Completed,Dedicated
LOAD00020403,CUST00115,RTE00052,2022-09-18,Dry Van,14685,19,1125.67,273.36,75,Completed,Spot
LOAD00020404,CUST00108,RTE00038,2022-09-18,Dry Van,43618,23,3323.58,314.64,0,Completed,Contract
LOAD00020405,CUST00162,RTE00031,2022-09-18,Refrigerated,10103,24,1411.85,185.6,150,Completed,Dedicated
LOAD00020406,CUST00106,RTE00036,2022-09-18,Refrigerated,16125,15,605.81,86.46,150,Completed,Spot
LOAD00020407,CUST00029,RTE00031,2022-09-18,Refrigerated,23503,26,1533.56,185.6,100,Completed,Dedicated
LOAD00020408,CUST00076,RTE00011,2022-09-18,Refrigerated,38778,5,872.41,131.28,75,Completed,Spot
LOAD00020409,CUST00014,RTE00008,2022-09-18,Dry Van,44674,14,1884.6,114.3,0,Completed,Spot
LOAD00020410,CUST00163,RTE00023,2022-09-18,Refrigerated,19440,18,3219.6,216.92,150,Completed,Dedicated
LOAD00020411,CUST00015,RTE00014,2022-09-18,Refrigerated,39042,5,2743.93,228.76,0,Completed,Contract
LOAD00020412,CUST00097,RTE00040,2022-09-18,Refrigerated,11345,28,3751.57,524.7,0,Completed,Contract
LOAD00020413,CUST00133,RTE00049,2022-09-18,Dry Van,38288,20,1645.41,144.0,0,Completed,Dedicated
LOAD00020414,CUST00127,RTE00009,2022-09-18,Refrigerated,23020,17,1788.34,149.26,100,Completed,Spot
LOAD00020415,CUST00078,RTE00030,2022-09-18,Dry Van,30064,16,5678.4,708.51,150,Completed,Dedicated
LOAD00020416,CUST00002,RTE00031,2022-09-18,Refrigerated,21408,12,1450.49,185.6,200,Completed,Contract
LOAD00020417,CUST00165,RTE00029,2022-09-18,Dry Van,19068,10,5543.32,891.82,75,Completed,Spot
LOAD00020418,CUST00095,RTE00051,2022-09-18,Dry Van,24310,18,3069.98,460.0,0,Completed,Spot
LOAD00020419,CUST00185,RTE00017,2022-09-18,Refrigerated,39251,19,1795.48,384.2,0,Completed,Dedicated
LOAD00020420,CUST00191,RTE00038,2022-09-18,Refrigerated,23368,1,3519.45,314.64,75,Completed,Contract
LOAD00020421,CUST00184,RTE00006,2022-09-18,Refrigerated,41929,13,1561.8,189.0,100,Completed,Contract
LOAD00020422,CUST00021,RTE00028,2022-09-18,Refrigerated,10934,5,4704.25,564.72,75,Completed,Dedicated
LOAD00020423,CUST00199,RTE00024,2022-09-18,Dry Van,10728,17,2946.89,376.0,50,Completed,Spot
LOAD00020424,CUST00200,RTE00027,2022-09-18,Refrigerated,43003,15,2322.87,419.43,150,Completed,Contract
LOAD00020425,CUST00003,RTE00041,2022-09-18,Refrigerated,16254,25,3398.99,255.36,200,Completed,Contract
LOAD00020426,CUST00096,RTE00049,2022-09-18,Dry Van,16620,18,1981.85,144.0,50,Completed,Contract
LOAD00020427,CUST00116,RTE00043,2022-09-18,Dry Van,16065,7,2631.98,249.44,100,Completed,Dedicated
LOAD00020428,CUST00107,RTE00055,2022-09-18,Dry Van,13033,18,3614.65,357.25,75,Completed,Dedicated
LOAD00020429,CUST00139,RTE00051,2022-09-18,Dry Van,39357,15,3733.04,460.0,150,Completed,Contract
LOAD00020430,CUST00007,RTE00006,2022-09-18,Dry Van,21363,14,1285.97,189.0,0,Completed,Spot
LOAD00020431,CUST00176,RTE00044,2022-09-18,Dry Van,13273,16,7471.33,814.37,75,Completed,Dedicated
LOAD00020432,CUST00165,RTE00041,2022-09-18,Refrigerated,43791,18,2894.68,255.36,0,Completed,Dedicated
LOAD00020433,CUST00110,RTE00015,2022-09-18,Dry Van,35104,7,225.65,13.8,200,Completed,Spot
LOAD00020434,CUST00183,RTE00018,2022-09-18,Dry Van,14404,5,1376.99,187.6,0,Completed,Dedicated
LOAD00020435,CUST00158,RTE00020,2022-09-18,Dry Van,18037,16,3349.51,738.48,50,Completed,Contract
LOAD00020436,CUST00027,RTE00024,2022-09-18,Dry Van,27783,11,3228.96,376.0,200,Completed,Spot
LOAD00020437,CUST00031,RTE00040,2022-09-18,Dry Van,34568,19,4124.59,524.7,75,Completed,Contract
LOAD00020438,CUST00005,RTE00046,2022-09-18,Refrigerated,44646,28,6631.8,499.18,0,Completed,Dedicated
LOAD00020439,CUST00056,RTE00014,2022-09-18,Dry Van,33089,9,2274.02,228.76,0,Completed,Dedicated
LOAD00020440,CUST00038,RTE00044,2022-09-18,Refrigerated,19463,3,7120.76,814.37,0,Completed,Dedicated
LOAD00020441,CUST00145,RTE00041,2022-09-18,Dry Van,26115,8,3644.32,255.36,150,Completed,Dedicated
LOAD00020442,CUST00014,RTE00017,2022-09-18,Dry Van,24104,27,2101.97,384.2,0,Completed,Spot
LOAD00020443,CUST00106,RTE00042,2022-09-18,Dry Van,15001,20,6731.68,472.14,150,Completed,Spot
LOAD00020444,CUST00146,RTE00034,2022-09-18,Dry Van,19792,14,5388.13,792.88,75,Completed,Dedicated
LOAD00020445,CUST00176,RTE00034,2022-09-18,Refrigerated,39285,19,4768.05,792.88,0,Completed,Dedicated
LOAD00020446,CUST00145,RTE00048,2022-09-18,Refrigerated,29519,25,6207.98,792.88,0,Completed,Dedicated
LOAD00020447,CUST00124,RTE00028,2022-09-18,Refrigerated,29873,19,4364.05,564.72,0,Completed,Dedicated
LOAD00020448,CUST00149,RTE00043,2022-09-18,Dry Van,18437,8,2746.76,249.44,150,Completed,Dedicated
LOAD00020449,CUST00076,RTE00025,2022-09-18,Refrigerated,25126,4,5427.21,565.38,0,Completed,Contract
LOAD00020450,CUST00101,RTE00040,2022-09-18,Refrigerated,42702,22,4163.1,524.7,0,Completed,Contract
LOAD00020451,CUST00103,RTE00047,2022-09-18,Refrigerated,24874,12,984.53,76.16,0,Completed,Contract
LOAD00020452,CUST00168,RTE00049,2022-09-18,Refrigerated,15641,1,1886.56,144.0,0,Completed,Spot
LOAD00020453,CUST00129,RTE00006,2022-09-18,Refrigerated,41423,7,1363.9,189.0,200,Completed,Contract
LOAD00020454,CUST00200,RTE00022,2022-09-19,Dry Van,44366,25,1227.03,161.53,200,Completed,Spot
LOAD00020455,CUST00055,RTE00013,2022-09-19,Dry Van,35163,15,1206.49,141.33,75,Completed,Dedicated
LOAD00020456,CUST00035,RTE00058,2022-09-19,Dry Van,11509,19,1110.86,98.61,0,Completed,Contract
LOAD00020457,CUST00002,RTE00039,2022-09-19,Refrigerated,26331,21,2257.27,344.52,0,Completed,Contract
LOAD00020458,CUST00158,RTE00022,2022-09-19,Dry Van,37805,17,951.07,161.53,150,Completed,Dedicated
LOAD00020459,CUST00193,RTE00010,2022-09-19,Refrigerated,24519,23,142.77,15.64,150,Completed,Contract
LOAD00020460,CUST00026,RTE00006,2022-09-19,Refrigerated,13179,7,1375.02,189.0,0,Completed,Spot
LOAD00020461,CUST00041,RTE00034,2022-09-19,Dry Van,13512,19,5472.39,792.88,0,Completed,Dedicated
LOAD00020462,CUST00187,RTE00009,2022-09-19,Refrigerated,11737,19,1948.92,149.26,0,Completed,Contract
LOAD00020463,CUST00076,RTE00056,2022-09-19,Refrigerated,28768,28,4478.44,309.24,150,Completed,Dedicated
LOAD00020464,CUST00197,RTE00022,2022-09-19,Refrigerated,11345,5,1130.09,161.53,0,Completed,Spot
LOAD00020465,CUST00187,RTE00023,2022-09-19,Refrigerated,20302,15,3059.69,216.92,100,Completed,Contract
LOAD00020466,CUST00173,RTE00038,2022-09-19,Refrigerated,39269,3,3504.65,314.64,0,Completed,Spot
LOAD00020467,CUST00133,RTE00044,2022-09-19,Refrigerated,11666,14,7986.17,814.37,150,Completed,Spot
LOAD00020468,CUST00097,RTE00022,2022-09-19,Dry Van,18481,21,1103.85,161.53,75,Completed,Spot
LOAD00020469,CUST00102,RTE00033,2022-09-19,Refrigerated,28869,26,406.28,40.08,100,Completed,Contract
LOAD00020470,CUST00150,RTE00058,2022-09-19,Refrigerated,11014,23,1149.04,98.61,200,Completed,Spot
LOAD00020471,CUST00076,RTE00004,2022-09-19,Dry Van,16180,10,3652.23,383.23,150,Completed,Dedicated
LOAD00020472,CUST00169,RTE00030,2022-09-19,Dry Van,33998,18,5982.72,708.51,200,Completed,Dedicated
LOAD00020473,CUST00111,RTE00037,2022-09-19,Dry Van,41029,7,3978.79,537.81,50,Completed,Spot
LOAD00020474,CUST00036,RTE00041,2022-09-19,Dry Van,35844,9,3369.21,255.36,0,Completed,Dedicated
LOAD00020475,CUST00192,RTE00027,2022-09-19,Dry Van,28102,24,2540.26,419.43,200,Completed,Dedicated
LOAD00020476,CUST00141,RTE00046,2022-09-19,Refrigerated,37876,20,6344.37,499.18,50,Completed,Spot
LOAD00020477,CUST00017,RTE00002,2022-09-19,Refrigerated,12837,13,1586.93,153.34,0,Completed,Dedicated
LOAD00020478,CUST00170,RTE00003,2022-09-19,Dry Van,19691,4,4822.16,580.87,50,Completed,Spot
LOAD00020479,CUST00010,RTE00050,2022-09-19,Dry Van,17493,16,1518.16,170.88,0,Completed,Contract
LOAD00020480,CUST00014,RTE00035,2022-09-19,Dry Van,25529,5,1977.15,344.12,0,Completed,Dedicated
LOAD00020481,CUST00021,RTE00048,2022-09-19,Dry Van,38702,15,5712.84,792.88,75,Completed,Dedicated
LOAD00020482,CUST00080,RTE00006,2022-09-19,Dry Van,14861,19,1460.42,189.0,50,Completed,Spot
LOAD00020483,CUST00065,RTE00004,2022-09-19,Dry Van,34116,12,3160.53,383.23,100,Completed,Spot
LOAD00020484,CUST00014,RTE00041,2022-09-19,Dry Van,26908,9,3764.66,255.36,0,Completed,Dedicated
LOAD00020485,CUST00102,RTE00017,2022-09-19,Refrigerated,21307,23,1770.49,384.2,0,Completed,Contract
LOAD00020486,CUST00033,RTE00058,2022-09-19,Dry Van,17583,28,1290.69,98.61,0,Completed,Spot
LOAD00020487,CUST00038,RTE00029,2022-09-19,Dry Van,40160,21,6588.94,891.82,0,Completed,Dedicated
LOAD00020488,CUST00108,RTE00025,2022-09-19,Refrigerated,35614,10,5626.47,565.38,75,Completed,Dedicated
LOAD00020489,CUST00173,RTE00046,2022-09-19,Refrigerated,11894,28,5828.58,499.18,100,Completed,Contract
LOAD00020490,CUST00143,RTE00002,2022-09-19,Dry Van,19129,27,1486.11,153.34,0,Completed,Dedicated
LOAD00020491,CUST00049,RTE00009,2022-09-19,Dry Van,26860,8,1786.2,149.26,0,Completed,Spot
LOAD00020492,CUST00130,RTE00058,2022-09-19,Dry Van,18544,17,1337.14,98.61,0,Completed,Spot
LOAD00020493,CUST00026,RTE00049,2022-09-19,Dry Van,23726,19,1728.05,144.0,200,Completed,Dedicated
LOAD00020494,CUST00163,RTE00058,2022-09-19,Dry Van,44905,14,1140.37,98.61,50,Completed,Dedicated
LOAD00020495,CUST00075,RTE00031,2022-09-19,Refrigerated,29135,23,1291.73,185.6,0,Completed,Dedicated
LOAD00020496,CUST00150,RTE00049,2022-09-19,Dry Van,40490,18,1832.2,144.0,0,Completed,Contract
LOAD00020497,CUST00150,RTE00002,2022-09-19,Refrigerated,42089,16,1619.43,153.34,0,Completed,Dedicated
LOAD00020498,CUST00043,RTE00025,2022-09-19,Refrigerated,37007,17,5101.23,565.38,0,Completed,Dedicated
LOAD00020499,CUST00085,RTE00010,2022-09-19,Refrigerated,28712,24,133.41,15.64,0,Completed,Dedicated
LOAD00020500,CUST00060,RTE00022,2022-09-19,Refrigerated,15465,13,1073.98,161.53,0,Completed,Contract
LOAD00020501,CUST00018,RTE00024,2022-09-19,Refrigerated,44613,7,2511.5,376.0,0,Completed,Contract
